site_id,date,labels
35975_11,2024-01-04,0
35975_11,2024-01-11,0
35975_11,2024-01-16,0
35975_11,2024-01-23,0
35975_11,2024-01-28,0
35975_11,2024-02-04,0
35975_11,2024-02-09,0
35975_11,2024-02-16,0
35975_11,2024-02-28,0
35975_11,2024-03-04,0
35975_11,2024-03-11,0
35975_11,2024-03-16,0
35975_11,2024-03-23,0
35975_11,2024-03-28,0
35975_11,2024-04-04,0
35975_11,2024-04-09,0
35975_11,2024-04-16,0
35975_11,2024-04-21,0
35975_11,2024-04-28,0
35975_11,2024-05-03,0
35975_11,2024-05-10,0
35975_11,2024-05-15,0
35975_11,2024-05-22,0
35975_11,2024-05-27,0
35975_11,2024-06-03,0
35975_11,2024-06-08,0
35975_11,2024-06-15,0
35975_11,2024-06-20,0
35975_11,2024-06-27,0
35975_11,2024-07-02,0
35975_11,2024-07-09,0
35975_11,2024-07-14,0
35975_11,2024-07-21,0
35975_11,2024-07-26,0
35975_11,2024-08-02,0
35975_11,2024-08-07,0
35975_11,2024-08-14,0
35975_11,2024-08-19,0
35975_11,2024-08-26,0
35975_11,2024-08-31,0
35975_11,2024-09-07,0
35975_11,2024-09-12,0
35975_11,2024-09-19,0
35975_11,2024-09-24,0
35975_11,2024-10-01,0
35975_11,2024-10-06,0
35975_11,2024-10-13,0
35975_11,2024-10-18,0
35975_11,2024-10-25,0
35975_11,2024-10-30,0
35975_11,2024-11-06,0
35975_11,2024-11-11,0
35975_11,2024-11-18,0
35975_11,2024-11-23,0
35975_11,2024-11-30,0
35975_11,2024-12-05,0
35975_11,2024-12-12,0
35975_11,2024-12-17,0
35975_11,2024-12-24,0
35975_11,2024-12-29,0
