site_id,date,labels
1344822_14,2024-01-04,255
1344822_14,2024-01-11,0
1344822_14,2024-01-13,0
1344822_14,2024-01-16,0
1344822_14,2024-01-23,0
1344822_14,2024-01-25,0
1344822_14,2024-01-28,0
1344822_14,2024-02-04,0
1344822_14,2024-02-06,0
1344822_14,2024-02-09,0
1344822_14,2024-02-16,0
1344822_14,2024-02-18,0
1344822_14,2024-02-21,0
1344822_14,2024-02-28,0
1344822_14,2024-03-01,0
1344822_14,2024-03-04,0
1344822_14,2024-03-11,0
1344822_14,2024-03-13,0
1344822_14,2024-03-16,0
1344822_14,2024-03-23,0
1344822_14,2024-03-25,0
1344822_14,2024-03-28,0
1344822_14,2024-04-04,0
1344822_14,2024-04-06,0
1344822_14,2024-04-09,0
1344822_14,2024-04-16,0
1344822_14,2024-04-18,0
1344822_14,2024-04-21,0
1344822_14,2024-04-28,0
1344822_14,2024-04-30,0
1344822_14,2024-05-03,0
1344822_14,2024-05-10,0
1344822_14,2024-05-12,0
1344822_14,2024-05-15,0
1344822_14,2024-05-22,0
1344822_14,2024-05-24,0
1344822_14,2024-05-27,0
1344822_14,2024-06-03,0
1344822_14,2024-06-05,0
1344822_14,2024-06-08,0
1344822_14,2024-06-15,0
1344822_14,2024-06-17,0
1344822_14,2024-06-20,0
1344822_14,2024-06-29,0
1344822_14,2024-07-02,0
1344822_14,2024-07-09,0
1344822_14,2024-07-11,0
1344822_14,2024-07-14,0
1344822_14,2024-07-21,0
1344822_14,2024-07-23,0
1344822_14,2024-07-26,0
1344822_14,2024-08-02,0
1344822_14,2024-08-04,0
1344822_14,2024-08-07,0
1344822_14,2024-08-14,0
1344822_14,2024-08-16,0
1344822_14,2024-08-19,0
1344822_14,2024-08-26,0
1344822_14,2024-08-28,0
1344822_14,2024-08-31,0
1344822_14,2024-09-07,0
1344822_14,2024-09-09,0
1344822_14,2024-09-12,0
1344822_14,2024-09-19,0
1344822_14,2024-09-21,0
1344822_14,2024-09-24,0
1344822_14,2024-10-01,0
1344822_14,2024-10-03,0
1344822_14,2024-10-06,0
1344822_14,2024-10-13,0
1344822_14,2024-10-15,0
1344822_14,2024-10-18,0
1344822_14,2024-10-25,0
1344822_14,2024-10-27,0
1344822_14,2024-10-30,0
1344822_14,2024-11-06,0
1344822_14,2024-11-08,0
1344822_14,2024-11-11,0
1344822_14,2024-11-18,0
1344822_14,2024-11-20,0
1344822_14,2024-11-23,0
1344822_14,2024-12-02,0
1344822_14,2024-12-05,0
1344822_14,2024-12-14,0
1344822_14,2024-12-17,0
1344822_14,2024-12-24,0
1344822_14,2024-12-26,0
1344822_14,2024-12-29,0
