site_id,date,labels
423727_12,2024-01-09,0
423727_12,2024-01-09,0
423727_12,2024-01-21,0
423727_12,2024-01-21,0
423727_12,2024-02-02,0
423727_12,2024-02-02,0
423727_12,2024-02-26,0
423727_12,2024-02-26,0
423727_12,2024-03-02,0
423727_12,2024-03-02,0
423727_12,2024-03-09,1
423727_12,2024-03-09,0
423727_12,2024-03-14,1
423727_12,2024-03-14,0
423727_12,2024-03-21,5
423727_12,2024-03-21,1
423727_12,2024-03-26,5
423727_12,2024-03-26,1
423727_12,2024-04-02,5
423727_12,2024-04-02,0
423727_12,2024-04-07,5
423727_12,2024-04-07,0
423727_12,2024-04-14,5
423727_12,2024-04-14,1
423727_12,2024-04-19,5
423727_12,2024-04-19,1
423727_12,2024-04-26,6
423727_12,2024-04-26,0
423727_12,2024-05-01,6
423727_12,2024-05-01,0
423727_12,2024-05-08,6
423727_12,2024-05-08,0
423727_12,2024-05-20,8
423727_12,2024-05-20,0
423727_12,2024-05-25,8
423727_12,2024-05-25,0
423727_12,2024-06-01,1
423727_12,2024-06-01,0
423727_12,2024-06-13,1
423727_12,2024-06-13,0
423727_12,2024-06-30,1
423727_12,2024-06-30,0
423727_12,2024-07-07,5
423727_12,2024-07-07,1
423727_12,2024-07-12,5
423727_12,2024-07-12,1
423727_12,2024-07-19,5
423727_12,2024-07-19,5
423727_12,2024-07-24,5
423727_12,2024-07-24,5
423727_12,2024-07-31,6
423727_12,2024-07-31,5
423727_12,2024-08-05,6
423727_12,2024-08-05,5
423727_12,2024-08-12,6
423727_12,2024-08-12,5
423727_12,2024-08-17,6
423727_12,2024-08-17,5
423727_12,2024-08-24,6
423727_12,2024-08-24,0
423727_12,2024-08-29,6
423727_12,2024-08-29,0
423727_12,2024-09-05,8
423727_12,2024-09-05,0
423727_12,2024-09-10,8
423727_12,2024-09-10,0
423727_12,2024-09-17,8
423727_12,2024-09-17,0
423727_12,2024-09-22,8
423727_12,2024-09-22,0
423727_12,2024-09-29,8
423727_12,2024-09-29,0
423727_12,2024-10-04,8
423727_12,2024-10-04,0
423727_12,2024-10-11,8
423727_12,2024-10-11,0
423727_12,2024-10-16,8
423727_12,2024-10-16,0
423727_12,2024-10-23,8
423727_12,2024-10-23,0
423727_12,2024-10-28,8
423727_12,2024-10-28,0
423727_12,2024-11-04,8
423727_12,2024-11-04,0
423727_12,2024-11-09,8
423727_12,2024-11-09,0
423727_12,2024-11-16,8
423727_12,2024-11-16,0
423727_12,2024-11-21,8
423727_12,2024-11-21,0
423727_12,2024-11-28,8
423727_12,2024-11-28,0
423727_12,2024-12-03,8
423727_12,2024-12-03,0
423727_12,2024-12-10,8
423727_12,2024-12-10,0
423727_12,2024-12-15,8
423727_12,2024-12-15,0
423727_12,2024-12-22,8
423727_12,2024-12-22,0
423727_12,2024-12-27,8
423727_12,2024-12-27,0
