granuleID,SensingTime,ProductionTime,VEG-DIST-STATUS,VEG-ANOM,VEG-IND,VEG-HIST,VEG-ANOM-MAX,VEG-DIST-CONF,VEG-DIST-DATE,VEG-DIST-COUNT,VEG-DIST-DUR,VEG-LAST-DATE,GEN-DIST-STATUS,GEN-ANOM,GEN-ANOM-MAX,GEN-DIST-CONF,GEN-DIST-DATE,GEN-DIST-COUNT,GEN-DIST-DUR,GEN-LAST-DATE
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240103T083249Z_20240207T235252Z_S2B_30_v1,20240103T083249Z,20240207T235252Z,7,0,100,43,22,979,20230826,8,16,1098,7,6,18,352,20230822,5,10,1098
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240105T083040Z_20240207T235319Z_L9_30_v1,20240105T083040Z,20240207T235319Z,7,0,100,43,22,979,20230826,8,16,1100,7,4,18,352,20230822,5,10,1100
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240106T082420Z_20240207T235347Z_L8_30_v1,20240106T082420Z,20240207T235347Z,7,0,100,43,22,979,20230826,8,16,1101,7,4,18,352,20230822,5,10,1101
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240106T084249Z_20240207T235414Z_S2B_30_v1,20240106T084249Z,20240207T235414Z,7,NA,NA,43,22,979,20230826,8,16,1101,7,NA,18,352,20230822,5,10,1101
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240108T083331Z_20240207T235441Z_S2A_30_v1,20240108T083331Z,20240207T235441Z,7,0,100,43,22,979,20230826,8,16,1103,7,4,18,352,20230822,5,10,1103
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240111T084321Z_20240208T162749Z_S2A_30_v1,20240111T084321Z,20240208T162749Z,7,NA,NA,43,22,979,20230826,8,16,1103,7,NA,18,352,20230822,5,10,1103
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240113T083034Z_20240208T162810Z_L8_30_v1,20240113T083034Z,20240208T162810Z,7,0,100,43,22,979,20230826,8,16,1108,7,4,18,352,20230822,5,10,1108
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240113T083219Z_20240208T162832Z_S2B_30_v1,20240113T083219Z,20240208T162832Z,7,0,100,43,22,979,20230826,8,16,1108,7,4,18,352,20230822,5,10,1108
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240114T082432Z_20240208T162854Z_L9_30_v1,20240114T082432Z,20240208T162854Z,7,0,100,43,22,979,20230826,8,16,1109,7,3,18,352,20230822,5,10,1109
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240116T084219Z_20240208T162916Z_S2B_30_v1,20240116T084219Z,20240208T162916Z,7,NA,NA,43,22,979,20230826,8,16,1109,7,NA,18,352,20230822,5,10,1109
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240118T083251Z_20240208T162937Z_S2A_30_v1,20240118T083251Z,20240208T162937Z,7,0,100,43,22,979,20230826,8,16,1113,7,3,18,352,20230822,5,10,1113
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240121T083040Z_20240208T162958Z_L9_30_v1,20240121T083040Z,20240208T162958Z,7,NA,NA,43,22,979,20230826,8,16,1113,7,NA,18,352,20230822,5,10,1113
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240121T084251Z_20240208T163020Z_S2A_30_v1,20240121T084251Z,20240208T163020Z,7,NA,NA,43,22,979,20230826,8,16,1113,7,NA,18,352,20230822,5,10,1113
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240122T082419Z_20240208T163041Z_L8_30_v1,20240122T082419Z,20240208T163041Z,7,0,99,43,22,979,20230826,8,16,1117,7,1,18,352,20230822,5,10,1117
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240123T083149Z_20240208T163103Z_S2B_30_v1,20240123T083149Z,20240208T163103Z,7,NA,NA,43,22,979,20230826,8,16,1117,7,NA,18,352,20230822,5,10,1117
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240126T084139Z_20240208T163124Z_S2B_30_v1,20240126T084139Z,20240208T163124Z,7,NA,NA,43,22,979,20230826,8,16,1117,7,NA,18,352,20230822,5,10,1117
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240128T083211Z_20240208T163146Z_S2A_30_v1,20240128T083211Z,20240208T163146Z,7,NA,NA,43,22,979,20230826,8,16,1117,7,NA,18,352,20230822,5,10,1117
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240129T083028Z_20240208T163207Z_L8_30_v1,20240129T083028Z,20240208T163207Z,7,0,99,43,22,979,20230826,8,16,1124,7,1,18,352,20230822,5,10,1124
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240130T082432Z_20240208T163229Z_L9_30_v1,20240130T082432Z,20240208T163229Z,7,0,99,43,22,979,20230826,8,16,1125,7,2,18,352,20230822,5,10,1125
OPERA_L3_DIST-ALERT-HLS_T36RTS_20240131T084201Z_20240209T141654Z_S2A_30_v1,20240131T084201Z,20240209T141654Z,7,NA,NA,43,22,979,20230826,8,16,1125,7,NA,18,352,20230822,5,10,1125
