site_id,date,labels
1143507_9,2024-01-04,1
1143507_9,2024-01-11,0
1143507_9,2024-01-16,1
1143507_9,2024-01-23,0
1143507_9,2024-01-28,1
1143507_9,2024-02-04,0
1143507_9,2024-02-09,1
1143507_9,2024-02-16,0
1143507_9,2024-02-21,1
1143507_9,2024-02-28,0
1143507_9,2024-03-04,0
1143507_9,2024-03-11,0
1143507_9,2024-03-16,0
1143507_9,2024-03-23,0
1143507_9,2024-03-28,0
1143507_9,2024-04-04,0
1143507_9,2024-04-09,0
1143507_9,2024-04-16,1
1143507_9,2024-04-21,0
1143507_9,2024-04-28,1
1143507_9,2024-05-03,2
1143507_9,2024-05-10,2
1143507_9,2024-05-15,2
1143507_9,2024-05-22,2
1143507_9,2024-05-27,3
1143507_9,2024-06-03,3
1143507_9,2024-06-08,3
1143507_9,2024-06-15,3
1143507_9,2024-06-20,3
1143507_9,2024-07-02,7
1143507_9,2024-07-09,7
1143507_9,2024-07-14,7
1143507_9,2024-07-21,7
1143507_9,2024-07-26,7
1143507_9,2024-08-02,1
1143507_9,2024-08-07,0
1143507_9,2024-08-14,1
1143507_9,2024-08-19,2
1143507_9,2024-08-26,2
1143507_9,2024-08-31,2
1143507_9,2024-09-07,0
1143507_9,2024-09-12,0
1143507_9,2024-09-19,0
1143507_9,2024-09-24,0
1143507_9,2024-10-01,0
1143507_9,2024-10-06,0
1143507_9,2024-10-13,0
1143507_9,2024-10-18,0
1143507_9,2024-10-25,0
1143507_9,2024-10-30,0
1143507_9,2024-11-06,0
1143507_9,2024-11-11,0
1143507_9,2024-11-18,0
1143507_9,2024-11-23,0
1143507_9,2024-12-05,0
1143507_9,2024-12-12,0
1143507_9,2024-12-17,0
1143507_9,2024-12-24,0
1143507_9,2024-12-29,0
