site_id,date,labels
1354518_18,2024-01-04,255
1354518_18,2024-01-09,0
1354518_18,2024-01-16,0
1354518_18,2024-01-21,0
1354518_18,2024-02-21,0
1354518_18,2024-02-26,0
1354518_18,2024-03-16,0
1354518_18,2024-03-21,0
1354518_18,2024-03-28,0
1354518_18,2024-04-02,0
1354518_18,2024-04-09,0
1354518_18,2024-04-14,0
1354518_18,2024-04-21,0
1354518_18,2024-04-26,0
1354518_18,2024-05-03,0
1354518_18,2024-05-08,0
1354518_18,2024-05-15,0
1354518_18,2024-05-20,0
1354518_18,2024-06-01,0
1354518_18,2024-06-08,0
1354518_18,2024-06-13,0
1354518_18,2024-07-02,0
1354518_18,2024-07-07,0
1354518_18,2024-07-19,0
1354518_18,2024-07-26,0
1354518_18,2024-07-31,0
1354518_18,2024-08-07,0
1354518_18,2024-08-12,0
1354518_18,2024-08-19,0
1354518_18,2024-08-24,0
1354518_18,2024-08-31,0
1354518_18,2024-09-05,0
1354518_18,2024-09-12,0
1354518_18,2024-09-17,0
1354518_18,2024-09-24,0
1354518_18,2024-09-29,1
1354518_18,2024-10-06,1
1354518_18,2024-10-11,0
1354518_18,2024-10-18,0
1354518_18,2024-10-23,0
1354518_18,2024-10-30,0
1354518_18,2024-11-04,0
1354518_18,2024-11-11,0
1354518_18,2024-11-16,0
1354518_18,2024-11-23,0
1354518_18,2024-11-28,0
1354518_18,2024-12-05,0
1354518_18,2024-12-10,0
1354518_18,2024-12-17,0
1354518_18,2024-12-22,0
1354518_18,2024-12-29,0
